link_id,vdf_type,from_node_id,to_node_id,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_walk,person_vol_bike,person_vol_bus,person_vol_truck,person_vol_cav,person_vol_ev,person_vol_traveler,person_vol_district_0_auto,person_vol_district_0_walk,person_vol_district_0_bike,person_vol_district_0_bus,person_vol_district_0_truck,person_vol_district_0_cav,person_vol_district_0_ev,person_vol_district_0_traveler,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,notes
285,bpr,232,226,-1,0,,,-1,0,-1,-1,4,,,0900_0930,364.281,0.000,364.281,0.075,55.996,1.000,0.152,0.152,1600.000,0.000,0.847,0.002,2.000,3.000,242.854,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.985,47.600,25.491,0.455,25.491,0.455,0.000,0.000,"LINESTRING (-111.9285987 33.4220169, -111.9283481 33.4220140, -111.9282882 33.4220140, -111.9275425 33.4220137, -111.9274588 33.4220137, -111.9274362 33.4220137, -111.9273877 33.4220144)",364.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,364.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.995,53.195,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,period-based
286,bpr,226,232,-1,0,,,-1,0,-1,-1,4,,,0900_0930,349.543,0.000,349.543,0.075,55.996,1.000,0.146,0.146,1600.000,0.000,1.293,0.004,2.000,3.000,233.029,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,55.987,47.600,24.459,0.437,24.459,0.437,0.000,0.000,"LINESTRING (-111.9273877 33.4220144, -111.9274362 33.4220137, -111.9274588 33.4220137, -111.9275425 33.4220137, -111.9282882 33.4220140, -111.9283481 33.4220140, -111.9285987 33.4220169)",349.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,349.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.996,53.196,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,period-based
287,bpr,235,363,-1,0,,,-1,0,-1,-1,3,,,0900_0930,171.528,0.000,171.528,0.006,47.999,1.000,0.095,0.095,1800.000,0.000,0.000,0.000,2.000,2.000,171.528,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.998,40.800,0.766,0.016,0.766,0.016,0.000,0.000,"LINESTRING (-111.9400948 33.4297326, -111.9400919 33.4296678)",171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.999,45.599,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
288,bpr,236,235,-1,0,,,-1,0,-1,-1,3,,,0900_0930,171.528,0.000,171.528,0.041,48.000,1.000,0.064,0.064,1800.000,0.000,0.213,0.001,2.000,3.000,114.352,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,48.000,40.800,5.607,0.117,5.607,0.117,0.000,0.000,"LINESTRING (-111.9401286 33.4302061, -111.9401130 33.4300629, -111.9400948 33.4297326)",171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,45.600,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
289,bpr,237,238,-1,0,,,-1,0,-1,-1,3,,,0900_0930,300.262,0.000,300.262,0.040,55.999,1.000,0.111,0.111,1800.000,0.000,0.940,0.003,2.000,3.000,200.175,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,55.996,47.600,11.167,0.199,11.167,0.199,0.000,0.000,"LINESTRING (-111.9417462 33.4219298, -111.9417698 33.4219298, -111.9421430 33.4219292, -111.9422926 33.4219290, -111.9423681 33.4219283, -111.9423899 33.4219281)",300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.999,53.199,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
290,bpr,238,237,-1,0,,,-1,0,-1,-1,3,,,0900_0930,309.443,0.000,309.443,0.040,55.993,1.000,0.172,0.172,1800.000,0.000,3.685,0.012,2.000,2.000,309.443,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.976,47.600,11.508,0.206,11.508,0.206,0.000,0.000,"LINESTRING (-111.9423899 33.4219281, -111.9423681 33.4219283, -111.9422926 33.4219290, -111.9421430 33.4219292, -111.9417698 33.4219298, -111.9417462 33.4219298)",309.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,309.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.992,53.192,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
291,bpr,239,7,-1,0,,,-1,0,-1,-1,3,,,0900_0930,300.262,0.000,300.262,0.032,55.993,1.000,0.167,0.167,1800.000,0.000,0.485,0.002,2.000,2.000,300.262,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.978,47.600,8.900,0.159,8.900,0.159,0.000,0.000,"LINESTRING (-111.9407478 33.4219322, -111.9412608 33.4219305)",300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.993,53.193,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
292,bpr,7,239,-1,0,,,-1,0,-1,-1,3,,,0900_0930,293.709,0.000,293.709,0.032,55.994,1.000,0.163,0.163,1800.000,0.000,1.287,0.004,2.000,2.000,293.709,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.980,47.600,8.705,0.155,8.705,0.155,0.000,0.000,"LINESTRING (-111.9412608 33.4219305, -111.9407478 33.4219322)",293.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.993,53.193,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
293,bpr,7,237,-1,0,,,-1,0,-1,-1,3,,,0900_0930,300.262,0.000,300.262,0.030,55.993,1.000,0.167,0.167,1800.000,0.000,0.295,0.001,2.000,2.000,300.262,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.978,47.600,8.422,0.150,8.422,0.150,0.000,0.000,"LINESTRING (-111.9412608 33.4219305, -111.9417462 33.4219298)",300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.993,53.193,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
294,bpr,237,7,-1,0,,,-1,0,-1,-1,3,,,0900_0930,309.443,0.000,309.443,0.030,55.993,1.000,0.172,0.172,1800.000,0.000,0.321,0.001,2.000,2.000,309.443,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.976,47.600,8.679,0.155,8.679,0.155,0.000,0.000,"LINESTRING (-111.9417462 33.4219298, -111.9412608 33.4219305)",309.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,309.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.992,53.192,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
295,bpr,238,240,-1,0,,,-1,0,-1,-1,3,,,0900_0930,133.624,0.000,133.624,0.001,64.000,1.000,0.074,0.074,1800.000,0.000,0.000,0.000,2.000,2.000,133.624,0.955,1.142,0.000,0.000,64.000,54.400,0.400,4.000,63.999,54.400,0.083,0.001,0.083,0.001,0.000,0.000,"LINESTRING (-111.9423899 33.4219281, -111.9424000 33.4219281)",133.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,133.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,60.800,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
296,bpr,240,238,-1,0,,,-1,0,-1,-1,3,,,0900_0930,131.120,0.000,131.120,0.001,64.000,1.000,0.049,0.049,1800.000,0.000,1.005,0.008,2.000,3.000,87.414,0.955,1.142,0.000,0.000,64.000,54.400,0.400,4.000,64.000,54.400,0.081,0.001,0.081,0.001,0.000,0.000,"LINESTRING (-111.9424000 33.4219281, -111.9423899 33.4219281)",131.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,131.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,60.800,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,64.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
297,bpr,351,239,-1,0,,,-1,0,-1,-1,3,,,0900_0930,300.262,0.000,300.262,0.041,55.993,1.000,0.167,0.167,1800.000,0.000,0.741,0.002,2.000,2.000,300.262,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.978,47.600,11.583,0.207,11.583,0.207,0.000,0.000,"LINESTRING (-111.9400804 33.4219347, -111.9401712 33.4219341, -111.9402869 33.4219337, -111.9405740 33.4219291, -111.9407002 33.4219284, -111.9407478 33.4219322)",300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.993,53.193,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
298,bpr,239,351,-1,0,,,-1,0,-1,-1,3,,,0900_0930,293.709,0.000,293.709,0.041,56.000,1.000,0.082,0.082,1800.000,0.000,0.666,0.002,2.000,4.000,146.854,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,55.999,47.600,11.330,0.202,11.330,0.202,0.000,0.000,"LINESTRING (-111.9407478 33.4219322, -111.9407002 33.4219284, -111.9405740 33.4219291, -111.9402869 33.4219337, -111.9401712 33.4219341, -111.9400804 33.4219347)",293.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
299,bpr,241,242,-1,0,,,-1,0,-1,-1,4,,,0900_0930,149.100,0.000,149.100,0.047,56.000,1.000,0.062,0.062,1600.000,0.000,0.000,0.000,2.000,3.000,99.400,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,56.000,47.600,6.549,0.117,6.549,0.117,0.000,0.000,"LINESTRING (-111.9297890 33.4288004, -111.9301712 33.4288374, -111.9305333 33.4289205)",149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,period-based
300,bpr,243,369,-1,0,,,-1,0,-1,-1,4,,,0900_0930,171.528,0.000,171.528,0.056,56.000,1.000,0.043,0.043,1600.000,0.000,0.217,0.001,2.000,5.000,68.611,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,56.000,47.600,8.955,0.160,8.955,0.160,0.000,0.000,"LINESTRING (-111.9253831 33.4288338, -111.9261081 33.4288836, -111.9262837 33.4288957)",171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,period-based
301,bpr,245,246,-1,0,,,-1,0,-1,-1,4,,,0900_0930,149.100,0.000,149.100,0.033,56.000,1.000,0.062,0.062,1600.000,0.000,0.074,0.000,2.000,3.000,99.400,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,56.000,47.600,4.643,0.083,4.643,0.083,0.000,0.000,"LINESTRING (-111.9279262 33.4289480, -111.9279993 33.4289443, -111.9284571 33.4288722)",149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
302,bpr,247,369,-1,0,,,-1,0,-1,-1,4,,,0900_0930,135.412,0.000,135.412,0.058,56.000,1.000,0.034,0.034,1600.000,0.000,0.181,0.001,2.000,5.000,54.165,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,56.000,47.600,7.302,0.130,7.302,0.130,0.000,0.000,"LINESTRING (-111.9272141 33.4288263, -111.9267723 33.4288065, -111.9264921 33.4287917, -111.9262821 33.4287845)",135.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,period-based
303,bpr,369,245,-1,0,,,-1,0,-1,-1,4,,,0900_0930,149.100,0.000,149.100,0.102,55.999,1.000,0.093,0.093,1600.000,0.000,0.000,0.000,2.000,2.000,149.100,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,55.998,47.600,14.178,0.253,14.178,0.253,0.000,0.000,"LINESTRING (-111.9262837 33.4288957, -111.9263202 33.4288977, -111.9264828 33.4289065, -111.9265235 33.4289081, -111.9275775 33.4289657, -111.9279262 33.4289480)",149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.999,53.199,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,period-based
304,bpr,246,249,-1,0,,,-1,0,-1,-1,4,,,0900_0930,149.100,0.000,149.100,0.053,56.000,1.000,0.037,0.037,1600.000,0.000,0.245,0.002,2.000,5.000,59.640,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,56.000,47.600,7.373,0.132,7.373,0.132,0.000,0.000,"LINESTRING (-111.9284571 33.4288722, -111.9287893 33.4288199, -111.9289868 33.4287997, -111.9291233 33.4287925, -111.9293051 33.4287835)",149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,period-based
305,bpr,250,251,-1,0,,,-1,0,-1,-1,4,,,0900_0930,135.412,0.000,135.412,0.002,56.000,1.000,0.034,0.034,1600.000,0.000,0.369,0.003,2.000,5.000,54.165,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,56.000,47.600,0.271,0.005,0.271,0.005,0.000,0.000,"LINESTRING (-111.9301262 33.4287001, -111.9300918 33.4286969)",135.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
306,bpr,252,253,-1,0,,,-1,0,-1,-1,4,,,0900_0930,149.100,0.000,149.100,0.006,56.000,1.000,0.062,0.062,1600.000,0.000,0.000,0.000,2.000,3.000,99.400,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,56.000,47.600,0.792,0.014,0.792,0.014,0.000,0.000,"LINESTRING (-111.9332589 33.4294600, -111.9333493 33.4294743)",149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,149.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,53.200,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
